Word	Romanised Word	Pronunciation	Variant Number	Comments
সিহঁতে	sI2hMte2	x i . h O ~ t E	0	
সিহঁতেতো	sI2hMte2to2	x i . h O ~ t E . t U	0	
সিহঁতো	sI2hMto2	x i . h O ~ t U	0	
সিহঁতৰ	sI2hMtr	x i . h O ~ t O r	0	
সিহেঁতে	sI2he2Mte2	x i . h E ~ t E	0	
সীতাৰ	si2tA2r	x i . t a r	0	
সু-	sU2-	x u	0	
সুখত	sU2Kt	x u . K O t	0	
সুধি	sU2DI2	x u . D i	0	
সুধিছিলা	sU2DI2CI2lA2	x u . D i . s i . l a	0	
সুধিছিলো	sU2DI2CI2lo2	x u . D i . s i . l u	0	
সুধিছে	sU2DI2Ce2	x u . D i . s E	0	
সুধিছো	sU2DI2Ce2A2	x u . D i . s u	0	
সুধিব	sU2DI2b	x u . D i  . b O	0	
সুধিবি	sU2DI2bI2	x u . D i . b i	0	
সুধিম	sU2DI2m	x u . D i m	0	
সুধিলে	sU2DI2le2	x u . D i . l E	0	
সুনীল	sU2ni2l	x u . n i l	0	
সুবিমল	sU2bI2ml	x u . b i . m O l	0	
সুম	sU2m	x u m	0	
সূৰ্য্যৰ	su2r+Y+Yr	x u i r . z O r	0	
সৃষ্টিও	sr2s`+t`I2o	s r i s . t i u	0	
সেই	se2I	x e i	0	
সেই-	se2I-	x e i	0	
সেইকাৰণে	se2IkA2rn`e2	x e i . k a . r O . n E	0	
সেইকাৰণেতো	se2IkA2rn`e2to2	x E i . k a . r O . n E . t U	0	
সেইকাৰনে	se2IkA2rne2	x E i . k a . r O . n E	0	
সেইকেইদিন	se2Ike2IdI2n	x e i . k e i . d i n	0	
সেইখন	se2IKn	x e i . K O n	0	
সেইখনো	se2IKno2	x e i . K O . n U	0	
সেইখনৰ	se2IKnr	x e i . K O . n O r	0	
সেইখিনি	se2IKI2nI2	x e i . K i . n i	0	
সেইজনীকে	se2Ijni2ke2	x e i . z O . n i . k E	0	
সেইটো	se2It`o2	x e i . t u	0	
সেইটোও	se2It`o2o	x e i . t u	0	
সেইটোক	se2It`o2k	x e i . t u k	0	
সেইটোকে	se2It`o2ke2	x e i . t U . k E	0	
সেইটোত	se2It`o2t	x e i . t u t	0	
সেইটোতো	se2It`o2to2	x e i . t U . t U	0	
সেইটোৱাই	se2It`o2wA2I	x e i . t u . w e i	0	
সেইটোৱেই	se2It`o2we2I	x e i . t u . w e i	0	
সেইটোৱেইটো	se2It`o2we2It`o2	x e i . t u . w e i . t u	0	
সেইটোৱেইতো	se2It`o2we2Ito2	x e i . t u . w e i . t u	0	
সেইদিনা	se2IdI2nA2	x e i . d i . n a	0	
সেইদিনাওঁ	se2IdI2nA2oM	x e i . d i . n a o ~	0	
সেইদিনাখন	se2IdI2nA2Kn	x e i . d i . n a . K O n	0	
সেইদিনাখনেই	se2IdI2nA2Kne2I	x e i . d i . n a . K O . n e i	0	
সেইদিনাযে	se2IdI2nA2Ye2	x e i . d i . n a . z E	0	
সেইপিনে	se2IpI2ne2	x e i . p i . n E	0	
সেইফালে	se2IPA2le2	x e i . P a . l E	0	
সেইফালৰ	se2IPA2lr	x e i . P a . l O r	0	
সেইবিলাক	se2IbI2lA2k	x e i . b i . l a k	0	
সেইবিলাকত	se2IbI2lA2kt	x Ee i . b i . l a . k O t	0	
সেইবিলাকতো	se2IbI2lA2kto2	x e i . b i . l a . k O . t U	0	
সেইবিলাকৰ	se2IbI2lA2kr	x e i . b i . l a . k O r	0	
সেইবোৰ	se2Ibo2r	x e i . b u r	0	
সেইয়া	se2IyA2	x E i . j a	0	
সেইয়াই	se2IyA2I	x e i . j a i	0	
সেনেকুৱা	se2ne2kU2wA2	x e . n e . k u . w a	0	
সেয়া	se2yA2	x e . j a	0	
সেয়াই	se2yA2I	x e . j a i	0	
সেয়ে	se2ye2	x E . j E	0	
সেয়েই	se2ye2I	x e . j e i	0	
সেয়েটো	se2ye2t`o2	x e . j e . t U	0	
সোতৰ	so2tr	x U . t O . r  O	0	
সোধ	so2D	x U D	0	
সোধা	so2DA2	x U . D a	0	
সোন	so2n	x U n	0	
সোনকালে	so2nkA2le2	x U n . k a . l E	0	
সোনতো	so2nto2	x U n  . t U	0	
সোপাই	so2pA2I	x U . p a i	0	
সোমবাৰ	so2mbA2r	x U  m . b a r	0	
সোমবাৰলেকে	so2mbA2rle2ke2	x U  m . b a . r O . l E . k E	0	
সোমবাৰে	so2mbA2re2	x U  m . b a . r E	0	
সোমাই	so2mA2I	x U . m a i	0	
সোমাইছিলে	so2mA2ICI2le2	x U . m a i . s i . l E	0	
সোমাব	so2mA2b	x  U. m a . b O	0	
সোমালো	so2mA2lo2	x U . m a . l U	0	
সৌন্দৰ্য্যৰ	so4n+dr+Y+Yr	x ou n . d o i r . z O r	0	
সৌৰজিতে	so4rjI2te2	x ou . r o . z i . t E	0	
সৌৰজিতৰ	so4rjI2tr	x ou . r o . z i . t O r	0	
সৌৰজিৎ	so4rjI2t2	x ou . r o . z i t	0	
স্কুল	s+kU2l	s k u l	0	
স্কুলত	s+kU2lt	s k u . l O t	0	
স্কুলতে	s+kU2lte2	s k u . l O . t E	0	
স্থান	s+TA2n	s T a n	0	
স্থায়ী	s+TA2yi2	s T a . j i	0	
স্বাস্থ্য	s+bA2s+T+Y	s a i s. T O	0	
স্বাস্থ্যত	s+bA2s+T+Yt	s a i s . T O t	0	
স্বৰ্ণলতা	s+br+n`ltA2	s w O r . n O . l O . t a	0	
স্মৰণ	s+mrn`	s m O . r O n	0	
সৰযু	srYU2	x o . r o . z u	0	
সৰলৰেখাতে	srlre2KA2te2	x O . r O l . r E . K a . t E	0	
সৰস্বতী	srs+bti2	x O . r O s . w o . t i	0	
সৰহকে	srhke2	x O . r O h . k E	0	
সৰু	srU2	x o . r u	0	
সৰুবোৰৰ	srU2bo2rr	x o . r u . b U . r O r	0	
হ''ল	h''l	h o l	0	
হ''লে	h''le2	h o . l E	0	
হ'ব	h'b	h o b O	0	
হ'বই	h'bI	h o . b  o i	0	
হ'বৰ	h'br	h o . b O r	0	
হ'ম	h'm	h o m	0	
হ'ল	h'l	h o l	0	
হ'লতো	h'lto2	h o . l O . t U	0	
হ'লি	h'lI2	h o . l i	0	
হ'লে	h'le2	h o . l e	0	
হ'লেও	h'le2o	h O . l e u	0	
হ'লেতো	h'le2to2	h O . l E . t U	0	
হঁ	hM	h O ~	0	
হঁতৰ	hMtr	h O ~ t O r	0	
হউ	hU	h u	0	
হত্যাৰ	ht+YA2r	h O i t . j a r	0	
হল	hl	h O l	0	
হলেই	hle2I	h O . l e i	0	
হা	hA2	h a	0	
হাঁ	hA2M	h a ~	0	
হাঁহি	hA2MhI2	h a ~ h i	0	
হাঁহিব	hA2MhI2b	h a ~ h i . b O	0	
হাঁহে	hA2Mhe2	h a ~ h E	0	
হাইলাইট	hA2IlA2It`	h a i . l a i t	0	
হাক	hA2k	h a k	0	
হাগিলে	hA2gI2le2	h a . g i . l E	0	
হাচিদা	hA2cI2dA2	h a . s i . d a	0	
হাজাৰ	hA2jA2r	h a . z a r	0	
হাজাৰটো	hA2jA2rt`o2	h a . z a . r O . t U	0	
হাজোত	hA2jo2t	h a . z U t	0	
হাত	hA2t	h a t	0	
হাত-ভৰিত	hA2t-BrI2t	h a  t  # B o . r i t	0	
হাতীগাওঁ	hA2ti2gA2oM	h a . t i . g a o ~	0	
হাতীগাওঁত	hA2ti2gA2oMt	h a . t i . g a o ~ t	0	
হাতীগাওঁৰ	hA2ti2gA2oMr	h a . t i . g a o ~ r	0	
হাতীটোৰ	hA2ti2t`o2r	h a . t i . t U r	0	
হাতীৰ	hA2ti2r	h a . t i r	0	
হাতৰ	hA2tr	h a . t O r	0	
হাবিতহে	hA2bI2the2	h a . b i  t . h E	0	
হাম	hA2m	h a m	0	
হালি	hA2lI2	h a . l i	0	
হায়	hA2y	h a j	0	
হি-	hI2-	h i	0	
হিমাদ্ৰী	hI2mA2d+ri2	h i . m a . d r i	0	
হিমাদ্ৰীক	hI2mA2d+ri2k	h i . m a . d r i k	0	
হিমাদ্ৰীলৈকে	hI2mA2d+ri2le4ke2	h i . m a . d r i . l oi . k E	0	
হিমাদ্ৰীৰ	hI2mA2d+ri2r	h i . m a . d r i r	0	
হিলিব	hI2lI2b	h i . l i . b O	0	
হিলে	hI2le2	h i . l E	0	
হিয়া	hI2yA2	h i . j a	0	
হীৰেণ	hi2re2n`	h i . r E n	0	
হীৰেণতো	hi2re2n`to2	h i . r E . n O . t U	0	
হু	hU2	h u	0	
হুঁ	hU2M	h u ~	0	
হুজুৰ	hU2jU2r	h u . z u r	0	
হুম	hU2m	h u m	0	
হে	he2	h E	0	
হেঁ	he2M	h E ~	0	
হেনো	he2no2	h E . n U	0	
হেপাঁহেৰে	he2pA2Mhe2re2	h E . p a ~ h E . r E	0	
হেমচন্দ্ৰ	he2mcn+d+r	h E m . s O n .  d r O	0	
হেল'	he2l'	h E . l o	0	
হেল্প	he2l+p	h E l p	0	
হেল্ল'	he2l+l'	h E l .l o	0	
হেল্লো	he2l+lo2	h E l . l o	0	
হেৰা	he2rA2	h e . r a	0	
হেৰি	he2rI2	h e . r i	0	
হেৰিক	he2rI2k	h e . r i k	0	
হেৰিত	he2rI2t	h e . r i t	0	
হেৰিতকে	he2rI2tke2	h e . r i t. k E	0	
হেৰিতে	he2rI2te2	h e . r i . t E	0	
হেৰিহে	he2rI2he2	h e . r i . h E	0	
হৈ	he4	h oi	0	
হৈছ	he4C	h oi s	0	
হৈছিল	he4CI2l	h oi . s i l	0	
হৈছিলে	he4CI2le2	h oi . s i . l E	0	
হৈছিলো	he4CI2lo2	h oi . s i . l u	0	
হৈছে	he4Ce2	h oi . s E	0	
হৈছেনে	he4Ce2ne2	h oi . s E . n E	0	
হৈয়ে	he4ye2	h oi . j E	0	
হোঁ	ho2M	h o ~	0	
হোম	ho2m	h O m	0	
হোৱা	ho2wA2	h U . w a	0	
হোৱাই	ho2wA2I	h U . w a i	0	
হোৱাৰ	ho2wA2r	h U . w a r	0	
হয়	hy	h O j	0	
হয়তো	hyto2	h O  j . t U	0	
হয়দে	hyde2	h O  j  . d E	0	
হয়নে	hyne2	h O  j  . n E	0	
হয়েই	hye2I	h O . j e i	0	
হৰপ্ৰসাদ	hrp+rsA2d	h O . r O . p r O . x a d	0	
হৰি	hrI2	h O . r i	0	
হৰ্ন	hr+n	h O r n	0	
ৰ	r	r	0	
ৰ'দ	r'd	r o d	0	
ৰ'দতোৰ	r'dto2r	r o d  . t U r	0	
ৰ'দালি	r'dA2lI2	r o . d a . l i	0	
ৰ'বক	r'bk	r o . b O k	0	
ৰক	rk	r O k	0	
ৰকষ্টাৰ	rks`+t`A2r	r O  k . s t a r	0	
ৰক্ষা	rk+s`A2	r O i k . K a	0	
ৰখা	rKA2	r O . K a	0	
ৰখি	rKI2	r o . K i	0	
ৰজা	rjA2	r O . z a	0	
ৰণ্টু	rn`+t`U2	r O n . t u	0	
ৰব	rb	r o b O	0	
ৰবা	rbA2	r o . b a	0	
ৰবাচোন	rbA2co2n	r o . b a . s U n	0	
ৰবিবাৰ	rbI2bA2r	r o . b i . b a r	0	
ৰবিবাৰে	rbI2bA2re2	r o . b i . b a . r E	0	
ৰমজান	rmjA2n	r O m . z a n	0	
ৰশ্মিতা	rS+mI2tA2	r O s. m i . t a	0	
ৰহ	rh	r O h	0	
ৰহা	rhA2	r O . h a	0	
ৰাইজে	rA2Ije2	r a i . z E	0	
ৰাইজৰ	rA2Ijr	r a i . z O r	0	
ৰাইট	rA2It`	r a i t	0	
ৰাখক	rA2Kk	r a . K O k	0	
ৰাখিছে	rA2KI2Ce2	r a . K i . s E	0	
ৰাখিবলৈ	rA2KI2ble4	r a . K i . b o . l oi	0	
ৰাখো	rA2Ke2A2	r a . K U	0	
ৰাখো	rA2Ko2	r a . K U	0	
ৰাজ	rA2j	r a z	0	
ৰাজকুমাৰক	rA2jkU2mA2rk	r a  z . k u . m a . r O k	0	
ৰাজধানী	rA2jDA2ni2	r a z . D a . n i	0	
ৰাজমিস্ত্ৰী	rA2jmI2s+t+ri2	r a z . m i s . t r i	0	
ৰাজস্মীতা	rA2js+mi2tA2	r a . z O s . m i . t a	0	
ৰাজহুৱা	rA2jhU2wA2	r a . z o . h u . w a	0	
ৰাতি	rA2tI2	r a . t i	0	
ৰাতিটো	rA2tI2t`o2	r a . t i . t U	0	
ৰাতিপুৱা	rA2tI2pU2wA2	r a . t i . p u . w a	0	
ৰাতিপুৱাই	rA2tI2pU2wA2I	r a . t i . p u . w a i	0	
ৰাতিপুৱাৰ	rA2tI2pU2wA2r	r a . t i . p u . w a r	0	
ৰাস্তাটো	rA2s+tA2t`o2	r a s . t a . t U	0	
ৰি-	rI2-	r i	0	
ৰিক্স	rI2k+s	r i k s	0	
ৰিক্সা	rI2k+sA2	r i k . s a	0	
ৰিচিভ	rI2cI2B	r i . s i B	0	
ৰিছিভ	rI2CI2B	r i . s i B	0	
ৰিজাল্ট	rI2jA2l+t`	r i . z a l t	0	
ৰিজাল্টটো	rI2jA2l+t`t`o2	r i . z a l t  . t U	0	
ৰিজাল্টটোৰ	rI2jA2l+t`t`o2r	r i . z a l  t . t U r	0	
ৰিজেক্ট	rI2je2k+t`	r i . z E k t	0	
ৰিটেন	rI2t`e2n	r i . t E n	0	
ৰিন্টু	rI2n+t`U2	r i n . t u	0	
ৰিপ'ৰ্টতো	rI2p'r+t`to2	r i . p o r t .  t U	0	
ৰিহাবাৰী	rI2hA2bA2ri2	r i . h a . b a . r i	0	
ৰু-	rU2-	r u	0	
ৰুই	rU2I	r u i	0	
ৰুবুল	rU2bU2l	r u . b u l	0	
ৰুম	rU2m	r u m	0	
ৰুমটো	rU2mt`o2	r u m . t U	0	
ৰুমটোৰ	rU2mt`o2r	r u m . t U r	0	
ৰুমত	rU2mt	r u . m O t	0	
ৰুমতে	rU2mte2	r u . m O . t E	0	
ৰুমতো	rU2mto2	r u . m O . t U	0	
ৰুমাই	rU2mA2I	r u . m a i	0	
ৰূ-	ru2-	r u	0	
ৰূপত	ru2pt	r u . p O t	0	
ৰূপাই	ru2pA2I	r u . p a i	0	
ৰূপাও	ru2pA2o	r u . p a U	0	
ৰূম	ru2m	r u m	0	
ৰে	re2	r E	0	
ৰেগিং	re2gI2W	r E . g i N	0	
ৰেজিষ্টাৰ	re2jI2s`+t`A2r	r e . z i s . t a r	0	
ৰেজিষ্ট্ৰেছন	re2jI2s`+t`+re2Cn	r e . z i s . t r e . s O n	0	
ৰেট	re2t`	r E t	0	
ৰেটতো	re2t`to2	r E  t  . t U	0	
ৰেড্ডীজ	re2d`+d`i2j	r e d . d i z	0	
ৰেষ্টতহে	re2s`+t`the2	r e s . t O t  . h E	0	
ৰৈ	re4	r oi	0	
ৰৈছে	re4Ce2	r oi . s E	0	
ৰোগ	ro2g	r U g	0	
ৱৰ্ড	wr+d`	w O r d	0	
হল	hl	hol		
এক	ek	E . k O		
কৰা	krA2	k O . r a		
মই	mI	mOi		
যুগ	YU2g	z u g		
চাইকেল	cA2Ike2l	s a i . k E l		
সকলো	sklo2	x O . k O . l U		
হৈছে	he4Ce2	h oi . s E		
চৰকাৰে	crkA2re2	sO r. k a . r E		
কোনো	ko2no2	k U . n U		
ছিয়াঙৰ	CI2yA2Nr	s i . j a . N O r		
কৰে	kre2	k O . r E		
মৃত্যু	mr2t+YU2	m r i . t j u 		
কৰি	krI2	k o . r i		
জ্যেষ্ঠ	j+Ye2s`+T`	zE . s T O		
জাক	jA2k	z a . k O		
সৃষ্টি	sr2s`+t`I2	s r i. s t i		
হৈ	he4	h oi		
আৰম্ভ	Arm+B	a . r O . m B O		
দুখীয়াৰ	dU2Ki2yA2r	d u . K i . j a r 		
আমাৰ	AmA2r	a . m a  r		
পৰা	prA2	p O . r a		
তেখেতৰ	te2Ke2tr	t e . K e . t O  r		
আছিল	ACI2l	a . s i  l 		
নিজৰ	nI2jr	n i . z O . r 		
আনণ্দত	Ann`+dt	a . n O n . d O  t		
সম্পন্ন	sm+pn+n	x O . m p O . n n O		
কলত	klt	k O . l O . t		
নাপাই	nA2pA2I	n a . p a i		
আপুনি	ApU2nI2	a . p u . n i		
শত	St	x O . t O		
শিক্ষকে	SI2k+s`ke2	x i . k K O . k E		
টকাৰ	t`kA2r	t O . k a . r		
সেই	se2I	x e i		
মেৰবিলৰ	me2rbI2lr	m E r b i . l O r		
শৈশৱৰ	Se4Swr	x oi . x O . b O r		
পৰেনে	pre2ne2	p O . r E . n E		
উঠিছে	UT`I2Ce2	u. Ti s E		
ঘটনাস্থলীতে	Gt`nA2s+Tli2te2	G O . t O . n a . s T o . l i . t E		
পোষন	po2s`n	p U . x O . n		
অসমৰ	asmr	O . x O . m O . r		
কবিতা	kbI2tA2	k o . b i . t a		
এলেকাত	ele2kA2t	E . l E . k a . t		
পলায়ন	plA2yn	p O . l a . j O . n		
আছে	ACe2	a . s E		
ৰোমন্হন	ro2mn+hn	r U . m O . n T O . n		
দেশত	de2St	d e . x O . t		
বোলা	bo2lA2	b U . l a		
শেষকৃত্য	Se2s`kr2t+Y	x e . x k r i . t t O		
পিছদিনা	pI2CdI2nA2	p i  s . d i . n a		
তেত্ৰিচ	te2t+rI2c	t E . t r i s		
ঢাকা	D`A2kA2	D`a . k a		
মাজতে	mA2jte2	m a . z O . t E		
পক্ষীৰ	pk+s`i2r	p O . k K i . r		
বন্য	bn+Y	b O i. n j O		
অহা	ahA2	O . h a		
লিখাৰ	lI2KA2r	l i . K a  r		
খন্ডত	Kn+d`t	K O n. d O . t 		
প্ৰত্যায়িত	p+rt+YA2yI2t	p r O . t j a . j i . t 		
ন্যায়াধীশ	n+YA2yA2Di2S	n j a . j a . D i . x 		
বহু	bhU2	b o . h u		
বজাত	bjA2t	b O . z a . t		
পাৰিবনে	pA2rI2bne2	p a . r i . b O . n E		
খোজ	Ko2j	K U . z		
কৰিছে	krI2Ce2	k o . r i . s E		
বজাই	bjA2I	b O . z a i		
লৰা	lrA2	l o. r a		
এম	em	E . m		
বুকুত	bU2kU2t	b u . k u . t		
গুৱাহাটী	gU2wA2hA2t`i2	g u . w a . h a . t` i		
নমালে	nmA2le2	n O . m a . l E		
পঢ়াটো	pr`A2t`o2	p O . r h a . t U		
পৰিলো	prI2lo2	p o . r i . l u		
নামত	nA2mt	n a . m O . t 		
নিজেই	nI2je2I	n i . z e i		
নিচা	nI2cA2	n i . s a		
ভাৱ	BA2w	B a . b O		
ফালে	PA2le2	P a . l E		
মাহৰ	mA2hr	m a . h O . r		
মবাইল	mbA2Il	m o . b a i  l		
আজিকালি	AjI2kA2lI2	a . z i . k a . l i		
অন্চলবোৰ	an+clbo2r	O n . s O l . b U r		
স্হানান্তৰ	s+hA2nA2n+tr	sT a . n a n . t O . R		
থৈ	Te4	T oi		
এছৰ	eCr	E . s O . r 		
শ্ৰেণীত	S+re2n`i2t	s r e . n i . t		
পুখুৰী	pU2KU2ri2	p u . K u . r i		
আন্দোলন	An+do2ln	a . n d U . l O . n		
সহায়কৰ	shA2ykr	x O . h a . j O . k O . r 		
ৰাখিব	rA2KI2b	r a . K i . b O		
থয়	Ty	T O j 		
স্হলী	s+hli2	s T O . l i		
দুৰ্নীতিৰ	dU2r+ni2tI2r	d u r n i . t i r		
গৈছে	ge4Ce2	g oi . s E		
নদীৰ	ndi2r	n O . d i . r 		
চিত্ৰকাৰে	cI2t+rkA2re2	s i . t r O . k a . r E		
এতিয়াৰ	etI2yA2r	e . t i . j a r 		
যাৰ	YA2r	z a r 		
স্মৃতি	s+mr2tI2	s m r i . t i		
বাহিনীৰ	bA2hI2ni2r	b a . h i . n i  r		
গাঁৱত	gA2Mwt	g a~ . w O . t 		
শিক্ষাৰ	SI2k+s`A2r	x i . kK a  r 		
মুছলপুৰ	mU2ClpU2r	m u . s O l. p u  r		
আমি	AmI2	a . m i		
প্ৰযুক্তিৰ	p+rYU2k+tI2r	p r o. z u  k . t i r		
চিত্ৰ	cI2t+r	s i . t r O		
ওচৰতে	ocrte2	U . s O . r O . t E		
উদ্ভট	Ud+Bt`	u . d B O t` 		
হাগ্ৰামাৰ	hA2g+rA2mA2r	h a . g r a . m a . r		
পালে	pA2le2	p a . l E		
কে	ke2	k E		
অশান্তিৰ	aSA2n+tI2r	O . x a n . t i . r		
এখন	eKn	E . K O n 		
গভীৰ	gBi2r	g o . B i . r 		
কেলেংকাৰী	ke2le2WkA2ri2	k E . l E . N k a . r i		
নগাঁও	ngA2Mo	n O . g a~ o		
আচৰণ	Acrn`	a . s O . r O . n 		
শিলাখন্ড	SI2lA2Kn+d`	x i . l a . K O . n d` O		
প্ৰতি	p+rtI2	p r o . t i		
পঠিয়ালে	pT`I2yA2le2	p O . T` i . j a . l E		
ট্ৰাক	t`+rA2k	t`r a k 		
ছোৱালীয়ে	Co2wA2li2ye2	s U . w a . l i . j E		
পাচত	pA2ct	p a . s O  t 		
গন	gn	g O n 		
চাইকেলৰ	cA2Ike2lr	s a i . k E . l O r		
কথা	kTA2	k O . T a		
লিখকে	lI2Kke2	l i . K O . k E		
দুটা	dU2t`A2	d u . t` a		
আত্মহাৰা	At+mhA2rA2	a t. m O . h a . r a		
ৰুদ্ধ	rU2d+D	r u . d D O		
অনাবিল	anA2bI2l	O . n a . b i . l		
চৰকাৰী	crkA2ri2	s O r . k a . r i		
আছুৱে	ACU2we2	a . s u . w E		
টাৰ্বাইন	t`A2r+bA2In	t a . r b a i . n		
কি	kI2	k i		
ইকৰানী	IkrA2ni2	i . k O . r a . n i		
শোকাকোল	So2kA2ko2l	x U . k a . k U . l		
লোৱা	lo2wA2	l U . w a		
মিনিয়ং	mI2nI2yW	m i . n i . j O . N		
পৰিক্ষেত্ৰ	prI2k+s`e2t+r	p o . r i . K E . t r O		
কান্ডই	kA2n+d`I	k a . n d` O i		
কল	kl	k O . l		
চৰকা্ৰৰ	crkA2+rr	s O . r k a . r O . r		
অন্চলত	an+clt	O . n s O . l O . t		
লাভ	lA2B	l a . B		
মুক্তিৰ	mU2k+tI2r	m u . k t i . r		
ঢুকি	D`U2kI2	u . k i		
কৰিবলৈ	krI2ble4	k o . r i . bo . l oi		
ঘূৰাই	Gu2rA2I	G u . r a i		
কা্ৰ্য্যালয়ৰ	kA2+r+Y+YA2lyr	k ai r z z O . l O . j O r 		
গ্ৰন্থ	g+rn+T	g r O . n T O		
ব্যৱহাৰ	b+YwhA2r	b j O . b O . h a . r 		
বোকাখাটত	bo2kA2KA2t`t	b U . k a . K a . t O t		
প্ৰতিবাদৰ	p+rtI2bA2dr	p r O . t i . b a . d O r		
মোৰ	mo2r	mUr		
বিচিত্ৰ	bI2cI2t+r	b i . s i . t r O		
সংকেত	sWke2t	x O N . k E  t 		
দুৰ্ঘটনাটোত	dU2r+Gt`nA2t`o2t	d u . r G O . t O . n a . t U . t		
চাই	cA2I	s a i		
কৰক	krk	k O . r O k 		
নীৰৱ	ni2rw	n i . r O b		
নাম	nA2m	n a . m		
কৰিলো	krI2lo2	k O . r i . l u		
গাড়ী	gA2Ri2	g a . r i		
নাই	nA2I	n a i		
ই	I	i		
আজিৰ	AjI2r	a . z i  r 		
ন্যায়ালয়ত	n+YA2yA2lyt	n j a . j a . l O . j O . t		
উপায়ুক্তৰ	UpA2yU2k+tr	u . p a . j u . k t O . r		
বোৱাৰ	bo2wA2r	b o . w a . r 		
ঐক্য	e3k+Y	oi . k j O		
কৰিলে	krI2le2	k o . r i . l E		
ৰচনা	rcnA2	r O . s O . n a		
বিগত	bI2gt	b i . g O . t O		
অন্য	an+Y	O . n j O		
পৰস্পৰৰ	prs+prr	p O . r O s p O . r O . r 		
হঁও	hMo	h O~ o		
গুৱাহাটিলৈ	gU2wA2hA2t`I2le4	g U . w a . h a . t i . l oi		
মানুহক	mA2nU2hk	m a . n u . h O . k		
যাত্ৰা	YA2t+rA2	z a . t r a		
বসতি	bstI2	b o . x o . t i		
পত্ৰবিলাকে	pt+rbI2lA2ke2	p O . t r O . b i . l a . k E		
দিনটোৰ	dI2nt`o2r	d i  n . t U . r 		
চলোৱা	clo2wA2	sO . l U . w a		
প্ৰট	p+rt`	p r O . t` O		
পৰস্পৰে	prs+pre2	p O . r O . s p O .r E		
কত্তৃপক্ষ	kt+tr2pk+s`	k O . t t r i . p Oi . k K  O		
এইচ	eIc	e i . s		
গ্লবেলাইজেচনৰ	g+lbe2lA2Ije2cnr	g l O . b E . l a i . z E . s O . n O  r 		
উন্নয়ন	Un+nyn	u . n n O . j O  n 		
মনত	mnt	m O . n O  t 		
অৰণ্যৰে	arn`+Yre2	O . r O i . n n O . r E		
দৃশ্যাৱলী	dr2S+YA2wli2	d  r i . ss O . w o . l i		
পৰ্য্যালোচনা	pr+Y+YA2lo2cnA2	p O i. r z z a . l U . s O . n a		
শপত	Spt	x O . p O t 		
হয়	hy	h O . j		
ভাবিবই	BA2bI2bI	B a . b i . b i		
ঘৰ	Gr	G O r 		
কলৰৱত	klrwt	k O . l O . r O . w O . t		
ফলত	Plt	P O . l O  t 		
আগুৰা	AgU2rA2	a . g u . r a		
প্ৰধান	p+rDA2n	p r O . D a . n 		
ঘটনাটোয়ে	Gt`nA2t`o2ye2	G O . t  O . n a . t U . j E		
পুলিচে	pU2lI2ce2	p u . l i . s E		
বাবে	bA2be2	b a . b E		
এন	en	E n		
স্বাক্ষৰৰ	s+bA2k+s`rr	s a i . k K O r 		
প্ৰকান্ড	p+rkA2n+d`	p r O . k a . n d O		
লাগে	lA2ge2	l a . g E		
দীঘলী	di2Gli2	d i . G o . l i		
হিতেশে	hI2te2Se2	h i . t E . x E		
এঘাৰ	eGA2r	E . G a . r O		
পৃষ্ঠাজোৰা	pr2s`+T`A2jo2rA2	p  r i . s T a . z U . r a		
বহুতো	bhU2to2	b o . h u . t U		
উন্নত	Un+nt	u . n n O . t 		
কৰিব	krI2b	k o . r i . b O		
বাৰু	bA2rU2	b a . r u		
সামগ্ৰীভৰ্ত্তি	sA2mg+ri2Br+t+tI2	x a . m O . g r i . B O . r t t i		
সদায়	sdA2y	x O . d a i		
এই	eI	e i		
ৰুঁছো	rU2MCo2	r u~ . s o		
এটা	et`A2	E . t a		
কাৰ	kA2r	k a  r 		
দৈমাৰিক	de4mA2rI2k	d oi . m a . r i . k		
থকা	TkA2	T O . k a		
ৰন্জন	rn+jn	r O . n z O  n 		
ব্যাপক	b+YA2pk	b j a . p O k 		
অন্চলতো	an+clto2	O . n s O . l O . t U		
সংবাদ	sWbA2d	x O N b a d		
প্ৰাকৃতিক	p+rA2kr2tI2k	p r a . k  r i . t i . k		
প্ৰতিক্ৰিয়াৰ	p+rtI2k+rI2yA2r	p r o. t i . k r i . j a . r		
আপোনপাহৰা	Apo2npA2hrA2	a . p U . n . p a . h O . r a		
প্ৰসংশনীয়	p+rsWSni2y	p r O . x O . N x O . n i . j O		
যোগানৰ	Yo2gA2nr	z U . g a . n O . r		
সময়বোৰলৈ	smybo2rle4	x O . m O i b U . r O . l oi		
এৰি	erI2	e . r i		
অথবা	aTbA2	O . T O . b a		
বিহ্বল	bI2h+bl	b i h . b O l 		
আটাইবোৰ	At`A2Ibo2r	a . t a i . b U r 		
ইয়াৰ	IyA2r	i . j a . r		
এখনকৈ	eKnke4	E . K O n . k oi		
গোয়েলৰ	go2ye2lr	g o . j E . l O . r		
ছিয়াং	CI2yA2W	s i . j a . N		
প্ৰটকল	p+rt`kl	p r O . t O . k O l 		
মাজত	mA2jt	m a . z O . t		
এ	e	E		
কাগজ	kA2gj	k a . g O z		
চিৰবৈৰী	cI2rbe4ri2	s i . r O . b oi . r i		
বাহন	bA2hn	b a . h O  n 		
তীব্ৰ	ti2b+r	t i . b r O		
পৰিবেশত	prI2be2St	p o . r i . b e . x O . t		
